t(s),Req(m),CR,CV,Cn,kappa,T_gain,k,a,R0,tau_e
0.005060,0.274108,2.991517,41.880095,41.880095,2.485028,0.325154,21.307058,0.079467,0.192376,0.000734
0.005070,0.274108,2.991517,41.880095,41.880095,2.485028,0.320756,21.307058,0.079467,0.192376,0.000734
0.005080,0.274108,2.991517,41.880095,41.880095,2.485028,0.316417,21.307058,0.079467,0.192376,0.000734
0.005090,0.274108,2.991517,41.880095,41.880095,2.485028,0.312137,21.307058,0.079467,0.192376,0.000734
0.005100,0.274108,2.991517,41.880095,41.880095,2.485028,0.307914,21.307058,0.079467,0.192376,0.000734
0.005110,0.274108,2.991517,41.880095,41.880095,2.485028,0.303749,21.307058,0.079467,0.192376,0.000734
0.005120,0.274108,2.991517,41.880095,41.880095,2.485028,0.299640,21.307058,0.079467,0.192376,0.000734
0.005130,0.274108,2.991517,41.880095,41.880095,2.485028,0.295587,21.307058,0.079467,0.192376,0.000734
0.005140,0.274108,2.991517,41.880095,41.880095,2.485028,0.291588,21.307058,0.079467,0.192376,0.000734
0.005150,0.274108,2.991517,41.880095,41.880095,2.485028,0.287644,21.307058,0.079467,0.192376,0.000734
0.005160,0.274108,2.991517,41.880095,41.880095,2.485028,0.283753,21.307058,0.079467,0.192376,0.000734
0.005170,0.274108,2.991517,41.880095,41.880095,2.485028,0.279914,21.307058,0.079467,0.192376,0.000734
0.005180,0.274108,2.991517,41.880095,41.880095,2.485028,0.276128,21.307058,0.079467,0.192376,0.000734
0.005190,0.274108,2.991517,41.880095,41.880095,2.485028,0.272392,21.307058,0.079467,0.192376,0.000734
0.005200,0.274108,2.991517,41.880095,41.880095,2.485028,0.268708,21.307058,0.079467,0.192376,0.000734
0.005210,0.274108,2.991517,41.880095,41.880095,2.485028,0.265073,21.307058,0.079467,0.192376,0.000734
0.005220,0.274108,2.991517,41.880095,41.880095,2.485028,0.261487,21.307058,0.079467,0.192376,0.000734
0.005230,0.274108,2.991517,41.880095,41.880095,2.485028,0.257950,21.307058,0.079467,0.192376,0.000734
0.005240,0.274108,2.991517,41.880095,41.880095,2.485028,0.254460,21.307058,0.079467,0.192376,0.000734
0.005250,0.274108,2.991517,41.880095,41.880095,2.485028,0.251018,21.307058,0.079467,0.192376,0.000734
0.005260,0.274108,2.991517,41.880095,41.880095,2.485028,0.247623,21.307058,0.079467,0.192376,0.000734
0.005270,0.274108,2.991517,41.880095,41.880095,2.485028,0.244273,21.307058,0.079467,0.192376,0.000734
0.005280,0.274108,2.991517,41.880095,41.880095,2.485028,0.240968,21.307058,0.079467,0.192376,0.000734
0.005290,0.274108,2.991517,41.880095,41.880095,2.485028,0.237709,21.307058,0.079467,0.192376,0.000734
0.005300,0.274108,2.991517,41.880095,41.880095,2.485028,0.234493,21.307058,0.079467,0.192376,0.000734
0.005310,0.274108,2.991517,41.880095,41.880095,2.485028,0.231321,21.307058,0.079467,0.192376,0.000734
0.005320,0.274108,2.991517,41.880095,41.880095,2.485028,0.228192,21.307058,0.079467,0.192376,0.000734
0.005330,0.274108,2.991517,41.880095,41.880095,2.485028,0.225105,21.307058,0.079467,0.192376,0.000734
0.005340,0.274108,2.991517,41.880095,41.880095,2.485028,0.222060,21.307058,0.079467,0.192376,0.000734
0.005350,0.274108,2.991517,41.880095,41.880095,2.485028,0.219056,21.307058,0.079467,0.192376,0.000734
0.005360,0.274108,2.991517,41.880095,41.880095,2.485028,0.216093,21.307058,0.079467,0.192376,0.000734
0.005370,0.274108,2.991517,41.880095,41.880095,2.485028,0.213170,21.307058,0.079467,0.192376,0.000734
0.005380,0.274108,2.991517,41.880095,41.880095,2.485028,0.210286,21.307058,0.079467,0.192376,0.000734
0.005390,0.274108,2.991517,41.880095,41.880095,2.485028,0.207441,21.307058,0.079467,0.192376,0.000734
0.005400,0.274108,2.991517,41.880095,41.880095,2.485028,0.204635,21.307058,0.079467,0.192376,0.000734
0.005410,0.274108,2.991517,41.880095,41.880095,2.485028,0.201867,21.307058,0.079467,0.192376,0.000734
0.005420,0.274108,2.991517,41.880095,41.880095,2.485028,0.199136,21.307058,0.079467,0.192376,0.000734
0.005430,0.274108,2.991517,41.880095,41.880095,2.485028,0.196443,21.307058,0.079467,0.192376,0.000734
0.005440,0.274108,2.991517,41.880095,41.880095,2.485028,0.193785,21.307058,0.079467,0.192376,0.000734
0.005450,0.274108,2.991517,41.880095,41.880095,2.485028,0.191164,21.307058,0.079467,0.192376,0.000734
0.005460,0.274108,2.991517,41.880095,41.880095,2.485028,0.188578,21.307058,0.079467,0.192376,0.000734
0.005470,0.274108,2.991517,41.880095,41.880095,2.485028,0.186027,21.307058,0.079467,0.192376,0.000734
0.005480,0.274108,2.991517,41.880095,41.880095,2.485028,0.183510,21.307058,0.079467,0.192376,0.000734
0.005490,0.274108,2.991517,41.880095,41.880095,2.485028,0.181028,21.307058,0.079467,0.192376,0.000734
0.005500,0.274108,2.991517,41.880095,41.880095,2.485028,0.178579,21.307058,0.079467,0.192376,0.000734
0.005510,0.274108,2.991517,41.880095,41.880095,2.485028,0.176163,21.307058,0.079467,0.192376,0.000734
0.005520,0.274108,2.991517,41.880095,41.880095,2.485028,0.173780,21.307058,0.079467,0.192376,0.000734
0.005530,0.274108,2.991517,41.880095,41.880095,2.485028,0.171430,21.307058,0.079467,0.192376,0.000734
0.005540,0.274108,2.991517,41.880095,41.880095,2.485028,0.169111,21.307058,0.079467,0.192376,0.000734
0.005550,0.274108,2.991517,41.880095,41.880095,2.485028,0.166823,21.307058,0.079467,0.192376,0.000734
0.005560,0.274108,2.991517,41.880095,41.880095,2.485028,0.164566,21.307058,0.079467,0.192376,0.000734
0.005570,0.274108,2.991517,41.880095,41.880095,2.485028,0.162340,21.307058,0.079467,0.192376,0.000734
0.005580,0.274108,2.991517,41.880095,41.880095,2.485028,0.160144,21.307058,0.079467,0.192376,0.000734
0.005590,0.274108,2.991517,41.880095,41.880095,2.485028,0.157978,21.307058,0.079467,0.192376,0.000734
0.005600,0.274108,2.991517,41.880095,41.880095,2.485028,0.155841,21.307058,0.079467,0.192376,0.000734
0.005610,0.274108,2.991517,41.880095,41.880095,2.485028,0.153733,21.307058,0.079467,0.192376,0.000734
0.005620,0.274108,2.991517,41.880095,41.880095,2.485028,0.151653,21.307058,0.079467,0.192376,0.000734
0.005630,0.274108,2.991517,41.880095,41.880095,2.485028,0.149602,21.307058,0.079467,0.192376,0.000734
0.005640,0.274108,2.991517,41.880095,41.880095,2.485028,0.147578,21.307058,0.079467,0.192376,0.000734
0.005650,0.274108,2.991517,41.880095,41.880095,2.485028,0.145582,21.307058,0.079467,0.192376,0.000734
0.005660,0.274108,2.991517,41.880095,41.880095,2.485028,0.143612,21.307058,0.079467,0.192376,0.000734
0.005670,0.274108,2.991517,41.880095,41.880095,2.485028,0.141669,21.307058,0.079467,0.192376,0.000734
0.005680,0.274108,2.991517,41.880095,41.880095,2.485028,0.139753,21.307058,0.079467,0.192376,0.000734
0.005690,0.274108,2.991517,41.880095,41.880095,2.485028,0.137863,21.307058,0.079467,0.192376,0.000734
0.005700,0.274108,2.991517,41.880095,41.880095,2.485028,0.135998,21.307058,0.079467,0.192376,0.000734
0.005710,0.274108,2.991517,41.880095,41.880095,2.485028,0.134158,21.307058,0.079467,0.192376,0.000734
0.005720,0.274108,2.991517,41.880095,41.880095,2.485028,0.132343,21.307058,0.079467,0.192376,0.000734
0.005730,0.274108,2.991517,41.880095,41.880095,2.485028,0.130553,21.307058,0.079467,0.192376,0.000734
0.005740,0.274108,2.991517,41.880095,41.880095,2.485028,0.128787,21.307058,0.079467,0.192376,0.000734
0.005750,0.274108,2.991517,41.880095,41.880095,2.485028,0.127045,21.307058,0.079467,0.192376,0.000734
0.005760,0.274108,2.991517,41.880095,41.880095,2.485028,0.125326,21.307058,0.079467,0.192376,0.000734
0.005770,0.274108,2.991517,41.880095,41.880095,2.485028,0.123631,21.307058,0.079467,0.192376,0.000734
0.005780,0.274108,2.991517,41.880095,41.880095,2.485028,0.121958,21.307058,0.079467,0.192376,0.000734
0.005790,0.274108,2.991517,41.880095,41.880095,2.485028,0.120309,21.307058,0.079467,0.192376,0.000734
0.005800,0.274108,2.991517,41.880095,41.880095,2.485028,0.118681,21.307058,0.079467,0.192376,0.000734
0.005810,0.274108,2.991517,41.880095,41.880095,2.485028,0.117076,21.307058,0.079467,0.192376,0.000734
0.005820,0.274108,2.991517,41.880095,41.880095,2.485028,0.115492,21.307058,0.079467,0.192376,0.000734
0.005830,0.274108,2.991517,41.880095,41.880095,2.485028,0.113930,21.307058,0.079467,0.192376,0.000734
0.005840,0.274108,2.991517,41.880095,41.880095,2.485028,0.112388,21.307058,0.079467,0.192376,0.000734
0.005850,0.274108,2.991517,41.880095,41.880095,2.485028,0.110868,21.307058,0.079467,0.192376,0.000734
0.005860,0.274108,2.991517,41.880095,41.880095,2.485028,0.109368,21.307058,0.079467,0.192376,0.000734
0.005870,0.274108,2.991517,41.880095,41.880095,2.485028,0.107889,21.307058,0.079467,0.192376,0.000734
0.005880,0.274108,2.991517,41.880095,41.880095,2.485028,0.106429,21.307058,0.079467,0.192376,0.000734
0.005890,0.274108,2.991517,41.880095,41.880095,2.485028,0.104990,21.307058,0.079467,0.192376,0.000734
0.005900,0.274108,2.991517,41.880095,41.880095,2.485028,0.103570,21.307058,0.079467,0.192376,0.000734
0.005910,0.274108,2.991517,41.880095,41.880095,2.485028,0.102169,21.307058,0.079467,0.192376,0.000734
0.005920,0.274108,2.991517,41.880095,41.880095,2.485028,0.100786,21.307058,0.079467,0.192376,0.000734
0.005930,0.274108,2.991517,41.880095,41.880095,2.485028,0.099423,21.307058,0.079467,0.192376,0.000734
0.005940,0.274108,2.991517,41.880095,41.880095,2.485028,0.098078,21.307058,0.079467,0.192376,0.000734
0.005950,0.274108,2.991517,41.880095,41.880095,2.485028,0.096751,21.307058,0.079467,0.192376,0.000734
0.005960,0.274108,2.991517,41.880095,41.880095,2.485028,0.095443,21.307058,0.079467,0.192376,0.000734
0.005970,0.274108,2.991517,41.880095,41.880095,2.485028,0.094152,21.307058,0.079467,0.192376,0.000734
0.005980,0.274108,2.991517,41.880095,41.880095,2.485028,0.092878,21.307058,0.079467,0.192376,0.000734
0.005990,0.274108,2.991517,41.880095,41.880095,2.485028,0.091621,21.307058,0.079467,0.192376,0.000734
0.006000,0.274108,2.991517,41.880095,41.880095,2.485028,0.090382,21.307058,0.079467,0.192376,0.000734
0.006010,0.274108,2.991517,41.880095,41.880095,2.485028,0.089159,21.307058,0.079467,0.192376,0.000734
0.006020,0.274108,2.991517,41.880095,41.880095,2.485028,0.087953,21.307058,0.079467,0.192376,0.000734
0.006030,0.274108,2.991517,41.880095,41.880095,2.485028,0.086764,21.307058,0.079467,0.192376,0.000734
0.006040,0.274108,2.991517,41.880095,41.880095,2.485028,0.085590,21.307058,0.079467,0.192376,0.000734
0.006050,0.274108,2.991517,41.880095,41.880095,2.485028,0.084432,21.307058,0.079467,0.192376,0.000734
0.006060,0.274108,2.991517,41.880095,41.880095,2.485028,0.083290,21.307058,0.079467,0.192376,0.000734
0.006070,0.274108,2.991517,41.880095,41.880095,2.485028,0.082163,21.307058,0.079467,0.192376,0.000734
0.006080,0.274108,2.991517,41.880095,41.880095,2.485028,0.081052,21.307058,0.079467,0.192376,0.000734
0.006090,0.274108,2.991517,41.880095,41.880095,2.485028,0.079955,21.307058,0.079467,0.192376,0.000734
0.006100,0.274108,2.991517,41.880095,41.880095,2.485028,0.078874,21.307058,0.079467,0.192376,0.000734
0.006110,0.274108,2.991517,41.880095,41.880095,2.485028,0.077807,21.307058,0.079467,0.192376,0.000734
0.006120,0.274108,2.991517,41.880095,41.880095,2.485028,0.076754,21.307058,0.079467,0.192376,0.000734
0.006130,0.274108,2.991517,41.880095,41.880095,2.485028,0.075716,21.307058,0.079467,0.192376,0.000734
0.006140,0.274108,2.991517,41.880095,41.880095,2.485028,0.074692,21.307058,0.079467,0.192376,0.000734
0.006150,0.274108,2.991517,41.880095,41.880095,2.485028,0.073681,21.307058,0.079467,0.192376,0.000734
0.006160,0.274108,2.991517,41.880095,41.880095,2.485028,0.072685,21.307058,0.079467,0.192376,0.000734
0.006170,0.274108,2.991517,41.880095,41.880095,2.485028,0.071701,21.307058,0.079467,0.192376,0.000734
0.006180,0.274108,2.991517,41.880095,41.880095,2.485028,0.070732,21.307058,0.079467,0.192376,0.000734
0.006190,0.274108,2.991517,41.880095,41.880095,2.485028,0.069775,21.307058,0.079467,0.192376,0.000734
0.006200,0.274108,2.991517,41.880095,41.880095,2.485028,0.068831,21.307058,0.079467,0.192376,0.000734
0.006210,0.274108,2.991517,41.880095,41.880095,2.485028,0.067900,21.307058,0.079467,0.192376,0.000734
0.006220,0.274108,2.991517,41.880095,41.880095,2.485028,0.066981,21.307058,0.079467,0.192376,0.000734
0.006230,0.274108,2.991517,41.880095,41.880095,2.485028,0.066075,21.307058,0.079467,0.192376,0.000734
0.006240,0.274108,2.991517,41.880095,41.880095,2.485028,0.065181,21.307058,0.079467,0.192376,0.000734
0.006250,0.274108,2.991517,41.880095,41.880095,2.485028,0.064300,21.307058,0.079467,0.192376,0.000734
0.006260,0.274108,2.991517,41.880095,41.880095,2.485028,0.063430,21.307058,0.079467,0.192376,0.000734
0.006270,0.274108,2.991517,41.880095,41.880095,2.485028,0.062572,21.307058,0.079467,0.192376,0.000734
0.006280,0.274108,2.991517,41.880095,41.880095,2.485028,0.061725,21.307058,0.079467,0.192376,0.000734
0.006290,0.274108,2.991517,41.880095,41.880095,2.485028,0.060890,21.307058,0.079467,0.192376,0.000734
0.006300,0.274108,2.991517,41.880095,41.880095,2.485028,0.060067,21.307058,0.079467,0.192376,0.000734
0.006310,0.274108,2.991517,41.880095,41.880095,2.485028,0.059254,21.307058,0.079467,0.192376,0.000734
0.006320,0.274108,2.991517,41.880095,41.880095,2.485028,0.058453,21.307058,0.079467,0.192376,0.000734
0.006330,0.274108,2.991517,41.880095,41.880095,2.485028,0.057662,21.307058,0.079467,0.192376,0.000734
0.006340,0.274108,2.991517,41.880095,41.880095,2.485028,0.056882,21.307058,0.079467,0.192376,0.000734
0.006350,0.274108,2.991517,41.880095,41.880095,2.485028,0.056112,21.307058,0.079467,0.192376,0.000734
0.006360,0.274108,2.991517,41.880095,41.880095,2.485028,0.055353,21.307058,0.079467,0.192376,0.000734
0.006370,0.274108,2.991517,41.880095,41.880095,2.485028,0.054605,21.307058,0.079467,0.192376,0.000734
0.006380,0.274108,2.991517,41.880095,41.880095,2.485028,0.053866,21.307058,0.079467,0.192376,0.000734
0.006390,0.274108,2.991517,41.880095,41.880095,2.485028,0.053137,21.307058,0.079467,0.192376,0.000734
0.006400,0.274108,2.991517,41.880095,41.880095,2.485028,0.052418,21.307058,0.079467,0.192376,0.000734
0.006410,0.274108,2.991517,41.880095,41.880095,2.485028,0.051709,21.307058,0.079467,0.192376,0.000734
0.006420,0.274108,2.991517,41.880095,41.880095,2.485028,0.051010,21.307058,0.079467,0.192376,0.000734
0.006430,0.274108,2.991517,41.880095,41.880095,2.485028,0.050320,21.307058,0.079467,0.192376,0.000734
0.006440,0.274108,2.991517,41.880095,41.880095,2.485028,0.049639,21.307058,0.079467,0.192376,0.000734
0.006450,0.274108,2.991517,41.880095,41.880095,2.485028,0.048968,21.307058,0.079467,0.192376,0.000734
0.006460,0.274108,2.991517,41.880095,41.880095,2.485028,0.048305,21.307058,0.079467,0.192376,0.000734
0.006470,0.274108,2.991517,41.880095,41.880095,2.485028,0.047652,21.307058,0.079467,0.192376,0.000734
0.006480,0.274108,2.991517,41.880095,41.880095,2.485028,0.047007,21.307058,0.079467,0.192376,0.000734
0.006490,0.274108,2.991517,41.880095,41.880095,2.485028,0.046371,21.307058,0.079467,0.192376,0.000734
0.006500,0.274108,2.991517,41.880095,41.880095,2.485028,0.045744,21.307058,0.079467,0.192376,0.000734
0.006510,0.274108,2.991517,41.880095,41.880095,2.485028,0.045125,21.307058,0.079467,0.192376,0.000734
0.006520,0.274108,2.991517,41.880095,41.880095,2.485028,0.044515,21.307058,0.079467,0.192376,0.000734
0.006530,0.274108,2.991517,41.880095,41.880095,2.485028,0.043913,21.307058,0.079467,0.192376,0.000734
0.006540,0.274108,2.991517,41.880095,41.880095,2.485028,0.043319,21.307058,0.079467,0.192376,0.000734
0.006550,0.274108,2.991517,41.880095,41.880095,2.485028,0.042733,21.307058,0.079467,0.192376,0.000734
0.006560,0.274108,2.991517,41.880095,41.880095,2.485028,0.042155,21.307058,0.079467,0.192376,0.000734
0.006570,0.274108,2.991517,41.880095,41.880095,2.485028,0.041584,21.307058,0.079467,0.192376,0.000734
0.006580,0.274108,2.991517,41.880095,41.880095,2.485028,0.041022,21.307058,0.079467,0.192376,0.000734
0.006590,0.274108,2.991517,41.880095,41.880095,2.485028,0.040467,21.307058,0.079467,0.192376,0.000734
0.006600,0.274108,2.991517,41.880095,41.880095,2.485028,0.039919,21.307058,0.079467,0.192376,0.000734
0.006610,0.274108,2.991517,41.880095,41.880095,2.485028,0.039379,21.307058,0.079467,0.192376,0.000734
0.006620,0.274108,2.991517,41.880095,41.880095,2.485028,0.038847,21.307058,0.079467,0.192376,0.000734
0.006630,0.274108,2.991517,41.880095,41.880095,2.485028,0.038321,21.307058,0.079467,0.192376,0.000734
0.006640,0.274108,2.991517,41.880095,41.880095,2.485028,0.037803,21.307058,0.079467,0.192376,0.000734
0.006650,0.274108,2.991517,41.880095,41.880095,2.485028,0.037291,21.307058,0.079467,0.192376,0.000734
0.006660,0.274108,2.991517,41.880095,41.880095,2.485028,0.036787,21.307058,0.079467,0.192376,0.000734
0.006670,0.274108,2.991517,41.880095,41.880095,2.485028,0.036289,21.307058,0.079467,0.192376,0.000734
0.006680,0.274108,2.991517,41.880095,41.880095,2.485028,0.035798,21.307058,0.079467,0.192376,0.000734
0.006690,0.274108,2.991517,41.880095,41.880095,2.485028,0.035314,21.307058,0.079467,0.192376,0.000734
0.006700,0.274108,2.991517,41.880095,41.880095,2.485028,0.034836,21.307058,0.079467,0.192376,0.000734
0.006710,0.274108,2.991517,41.880095,41.880095,2.485028,0.034365,21.307058,0.079467,0.192376,0.000734
0.006720,0.274108,2.991517,41.880095,41.880095,2.485028,0.033900,21.307058,0.079467,0.192376,0.000734
0.006730,0.274108,2.991517,41.880095,41.880095,2.485028,0.033442,21.307058,0.079467,0.192376,0.000734
0.006740,0.274108,2.991517,41.880095,41.880095,2.485028,0.032989,21.307058,0.079467,0.192376,0.000734
0.006750,0.274108,2.991517,41.880095,41.880095,2.485028,0.032543,21.307058,0.079467,0.192376,0.000734
0.006760,0.274108,2.991517,41.880095,41.880095,2.485028,0.032103,21.307058,0.079467,0.192376,0.000734
0.006770,0.274108,2.991517,41.880095,41.880095,2.485028,0.031669,21.307058,0.079467,0.192376,0.000734
0.006780,0.274108,2.991517,41.880095,41.880095,2.485028,0.031240,21.307058,0.079467,0.192376,0.000734
0.006790,0.274108,2.991517,41.880095,41.880095,2.485028,0.030818,21.307058,0.079467,0.192376,0.000734
0.006800,0.274108,2.991517,41.880095,41.880095,2.485028,0.030401,21.307058,0.079467,0.192376,0.000734
0.006810,0.274108,2.991517,41.880095,41.880095,2.485028,0.029990,21.307058,0.079467,0.192376,0.000734
0.006820,0.274108,2.991517,41.880095,41.880095,2.485028,0.029584,21.307058,0.079467,0.192376,0.000734
0.006830,0.274108,2.991517,41.880095,41.880095,2.485028,0.029184,21.307058,0.079467,0.192376,0.000734
0.006840,0.274108,2.991517,41.880095,41.880095,2.485028,0.028789,21.307058,0.079467,0.192376,0.000734
0.006850,0.274108,2.991517,41.880095,41.880095,2.485028,0.028399,21.307058,0.079467,0.192376,0.000734
0.006860,0.274108,2.991517,41.880095,41.880095,2.485028,0.028015,21.307058,0.079467,0.192376,0.000734
0.006870,0.274108,2.991517,41.880095,41.880095,2.485028,0.027636,21.307058,0.079467,0.192376,0.000734
0.006880,0.274108,2.991517,41.880095,41.880095,2.485028,0.027262,21.307058,0.079467,0.192376,0.000734
0.006890,0.274108,2.991517,41.880095,41.880095,2.485028,0.026894,21.307058,0.079467,0.192376,0.000734
0.006900,0.274108,2.991517,41.880095,41.880095,2.485028,0.026530,21.307058,0.079467,0.192376,0.000734
0.006910,0.274108,2.991517,41.880095,41.880095,2.485028,0.026171,21.307058,0.079467,0.192376,0.000734
0.006920,0.274108,2.991517,41.880095,41.880095,2.485028,0.025817,21.307058,0.079467,0.192376,0.000734
0.006930,0.274108,2.991517,41.880095,41.880095,2.485028,0.025468,21.307058,0.079467,0.192376,0.000734
0.006940,0.274108,2.991517,41.880095,41.880095,2.485028,0.025123,21.307058,0.079467,0.192376,0.000734
0.006950,0.274108,2.991517,41.880095,41.880095,2.485028,0.024783,21.307058,0.079467,0.192376,0.000734
0.006960,0.274108,2.991517,41.880095,41.880095,2.485028,0.024448,21.307058,0.079467,0.192376,0.000734
0.006970,0.274108,2.991517,41.880095,41.880095,2.485028,0.024117,21.307058,0.079467,0.192376,0.000734
0.006980,0.274108,2.991517,41.880095,41.880095,2.485028,0.023791,21.307058,0.079467,0.192376,0.000734
0.006990,0.274108,2.991517,41.880095,41.880095,2.485028,0.023469,21.307058,0.079467,0.192376,0.000734
