t(s),Req(m),CR,CV,Cn,kappa,T_gain,k,a,R0,tau_e
0.005060,0.274108,2.991517,41.880095,41.880095,2.485028,0.029236,21.307058,0.079467,0.192376,0.000441
0.005070,0.274108,2.991517,41.880095,41.880095,2.485028,0.028580,21.307058,0.079467,0.192376,0.000441
0.005080,0.274108,2.991517,41.880095,41.880095,2.485028,0.027939,21.307058,0.079467,0.192376,0.000441
0.005090,0.274108,2.991517,41.880095,41.880095,2.485028,0.027312,21.307058,0.079467,0.192376,0.000441
0.005100,0.274108,2.991517,41.880095,41.880095,2.485028,0.026699,21.307058,0.079467,0.192376,0.000441
0.005110,0.274108,2.991517,41.880095,41.880095,2.485028,0.026099,21.307058,0.079467,0.192376,0.000441
0.005120,0.274108,2.991517,41.880095,41.880095,2.485028,0.025514,21.307058,0.079467,0.192376,0.000441
0.005130,0.274108,2.991517,41.880095,41.880095,2.485028,0.024941,21.307058,0.079467,0.192376,0.000441
0.005140,0.274108,2.991517,41.880095,41.880095,2.485028,0.024381,21.307058,0.079467,0.192376,0.000441
0.005150,0.274108,2.991517,41.880095,41.880095,2.485028,0.023834,21.307058,0.079467,0.192376,0.000441
0.005160,0.274108,2.991517,41.880095,41.880095,2.485028,0.023299,21.307058,0.079467,0.192376,0.000441
0.005170,0.274108,2.991517,41.880095,41.880095,2.485028,0.022776,21.307058,0.079467,0.192376,0.000441
0.005180,0.274108,2.991517,41.880095,41.880095,2.485028,0.022265,21.307058,0.079467,0.192376,0.000441
0.005190,0.274108,2.991517,41.880095,41.880095,2.485028,0.021765,21.307058,0.079467,0.192376,0.000441
0.005200,0.274108,2.991517,41.880095,41.880095,2.485028,0.021277,21.307058,0.079467,0.192376,0.000441
0.005210,0.274108,2.991517,41.880095,41.880095,2.485028,0.020799,21.307058,0.079467,0.192376,0.000441
0.005220,0.274108,2.991517,41.880095,41.880095,2.485028,0.020333,21.307058,0.079467,0.192376,0.000441
0.005230,0.274108,2.991517,41.880095,41.880095,2.485028,0.019876,21.307058,0.079467,0.192376,0.000441
0.005240,0.274108,2.991517,41.880095,41.880095,2.485028,0.019430,21.307058,0.079467,0.192376,0.000441
0.005250,0.274108,2.991517,41.880095,41.880095,2.485028,0.018994,21.307058,0.079467,0.192376,0.000441
0.005260,0.274108,2.991517,41.880095,41.880095,2.485028,0.018568,21.307058,0.079467,0.192376,0.000441
0.005270,0.274108,2.991517,41.880095,41.880095,2.485028,0.018151,21.307058,0.079467,0.192376,0.000441
0.005280,0.274108,2.991517,41.880095,41.880095,2.485028,0.017744,21.307058,0.079467,0.192376,0.000441
0.005290,0.274108,2.991517,41.880095,41.880095,2.485028,0.017345,21.307058,0.079467,0.192376,0.000441
0.005300,0.274108,2.991517,41.880095,41.880095,2.485028,0.016956,21.307058,0.079467,0.192376,0.000441
0.005310,0.274108,2.991517,41.880095,41.880095,2.485028,0.016575,21.307058,0.079467,0.192376,0.000441
0.005320,0.274108,2.991517,41.880095,41.880095,2.485028,0.016203,21.307058,0.079467,0.192376,0.000441
0.005330,0.274108,2.991517,41.880095,41.880095,2.485028,0.015840,21.307058,0.079467,0.192376,0.000441
0.005340,0.274108,2.991517,41.880095,41.880095,2.485028,0.015484,21.307058,0.079467,0.192376,0.000441
0.005350,0.274108,2.991517,41.880095,41.880095,2.485028,0.015137,21.307058,0.079467,0.192376,0.000441
0.005360,0.274108,2.991517,41.880095,41.880095,2.485028,0.014797,21.307058,0.079467,0.192376,0.000441
0.005370,0.274108,2.991517,41.880095,41.880095,2.485028,0.014465,21.307058,0.079467,0.192376,0.000441
0.005380,0.274108,2.991517,41.880095,41.880095,2.485028,0.014140,21.307058,0.079467,0.192376,0.000441
0.005390,0.274108,2.991517,41.880095,41.880095,2.485028,0.013823,21.307058,0.079467,0.192376,0.000441
0.005400,0.274108,2.991517,41.880095,41.880095,2.485028,0.013513,21.307058,0.079467,0.192376,0.000441
0.005410,0.274108,2.991517,41.880095,41.880095,2.485028,0.013209,21.307058,0.079467,0.192376,0.000441
0.005420,0.274108,2.991517,41.880095,41.880095,2.485028,0.012913,21.307058,0.079467,0.192376,0.000441
0.005430,0.274108,2.991517,41.880095,41.880095,2.485028,0.012623,21.307058,0.079467,0.192376,0.000441
0.005440,0.274108,2.991517,41.880095,41.880095,2.485028,0.012340,21.307058,0.079467,0.192376,0.000441
0.005450,0.274108,2.991517,41.880095,41.880095,2.485028,0.012063,21.307058,0.079467,0.192376,0.000441
0.005460,0.274108,2.991517,41.880095,41.880095,2.485028,0.011792,21.307058,0.079467,0.192376,0.000441
0.005470,0.274108,2.991517,41.880095,41.880095,2.485028,0.011527,21.307058,0.079467,0.192376,0.000441
0.005480,0.274108,2.991517,41.880095,41.880095,2.485028,0.011269,21.307058,0.079467,0.192376,0.000441
0.005490,0.274108,2.991517,41.880095,41.880095,2.485028,0.011016,21.307058,0.079467,0.192376,0.000441
0.005500,0.274108,2.991517,41.880095,41.880095,2.485028,0.010769,21.307058,0.079467,0.192376,0.000441
0.005510,0.274108,2.991517,41.880095,41.880095,2.485028,0.010527,21.307058,0.079467,0.192376,0.000441
0.005520,0.274108,2.991517,41.880095,41.880095,2.485028,0.010291,21.307058,0.079467,0.192376,0.000441
0.005530,0.274108,2.991517,41.880095,41.880095,2.485028,0.010060,21.307058,0.079467,0.192376,0.000441
0.005540,0.274108,2.991517,41.880095,41.880095,2.485028,0.009834,21.307058,0.079467,0.192376,0.000441
0.005550,0.274108,2.991517,41.880095,41.880095,2.485028,0.009613,21.307058,0.079467,0.192376,0.000441
0.005560,0.274108,2.991517,41.880095,41.880095,2.485028,0.009397,21.307058,0.079467,0.192376,0.000441
0.005570,0.274108,2.991517,41.880095,41.880095,2.485028,0.009187,21.307058,0.079467,0.192376,0.000441
0.005580,0.274108,2.991517,41.880095,41.880095,2.485028,0.008980,21.307058,0.079467,0.192376,0.000441
0.005590,0.274108,2.991517,41.880095,41.880095,2.485028,0.008779,21.307058,0.079467,0.192376,0.000441
0.005600,0.274108,2.991517,41.880095,41.880095,2.485028,0.008582,21.307058,0.079467,0.192376,0.000441
0.005610,0.274108,2.991517,41.880095,41.880095,2.485028,0.008389,21.307058,0.079467,0.192376,0.000441
0.005620,0.274108,2.991517,41.880095,41.880095,2.485028,0.008201,21.307058,0.079467,0.192376,0.000441
0.005630,0.274108,2.991517,41.880095,41.880095,2.485028,0.008017,21.307058,0.079467,0.192376,0.000441
0.005640,0.274108,2.991517,41.880095,41.880095,2.485028,0.007837,21.307058,0.079467,0.192376,0.000441
0.005650,0.274108,2.991517,41.880095,41.880095,2.485028,0.007661,21.307058,0.079467,0.192376,0.000441
0.005660,0.274108,2.991517,41.880095,41.880095,2.485028,0.007489,21.307058,0.079467,0.192376,0.000441
0.005670,0.274108,2.991517,41.880095,41.880095,2.485028,0.007321,21.307058,0.079467,0.192376,0.000441
0.005680,0.274108,2.991517,41.880095,41.880095,2.485028,0.007157,21.307058,0.079467,0.192376,0.000441
0.005690,0.274108,2.991517,41.880095,41.880095,2.485028,0.006996,21.307058,0.079467,0.192376,0.000441
0.005700,0.274108,2.991517,41.880095,41.880095,2.485028,0.006839,21.307058,0.079467,0.192376,0.000441
0.005710,0.274108,2.991517,41.880095,41.880095,2.485028,0.006686,21.307058,0.079467,0.192376,0.000441
0.005720,0.274108,2.991517,41.880095,41.880095,2.485028,0.006535,21.307058,0.079467,0.192376,0.000441
0.005730,0.274108,2.991517,41.880095,41.880095,2.485028,0.006389,21.307058,0.079467,0.192376,0.000441
0.005740,0.274108,2.991517,41.880095,41.880095,2.485028,0.006245,21.307058,0.079467,0.192376,0.000441
0.005750,0.274108,2.991517,41.880095,41.880095,2.485028,0.006105,21.307058,0.079467,0.192376,0.000441
0.005760,0.274108,2.991517,41.880095,41.880095,2.485028,0.005968,21.307058,0.079467,0.192376,0.000441
0.005770,0.274108,2.991517,41.880095,41.880095,2.485028,0.005834,21.307058,0.079467,0.192376,0.000441
0.005780,0.274108,2.991517,41.880095,41.880095,2.485028,0.005703,21.307058,0.079467,0.192376,0.000441
0.005790,0.274108,2.991517,41.880095,41.880095,2.485028,0.005575,21.307058,0.079467,0.192376,0.000441
0.005800,0.274108,2.991517,41.880095,41.880095,2.485028,0.005450,21.307058,0.079467,0.192376,0.000441
0.005810,0.274108,2.991517,41.880095,41.880095,2.485028,0.005328,21.307058,0.079467,0.192376,0.000441
0.005820,0.274108,2.991517,41.880095,41.880095,2.485028,0.005208,21.307058,0.079467,0.192376,0.000441
0.005830,0.274108,2.991517,41.880095,41.880095,2.485028,0.005091,21.307058,0.079467,0.192376,0.000441
0.005840,0.274108,2.991517,41.880095,41.880095,2.485028,0.004977,21.307058,0.079467,0.192376,0.000441
0.005850,0.274108,2.991517,41.880095,41.880095,2.485028,0.004865,21.307058,0.079467,0.192376,0.000441
0.005860,0.274108,2.991517,41.880095,41.880095,2.485028,0.004756,21.307058,0.079467,0.192376,0.000441
0.005870,0.274108,2.991517,41.880095,41.880095,2.485028,0.004649,21.307058,0.079467,0.192376,0.000441
0.005880,0.274108,2.991517,41.880095,41.880095,2.485028,0.004545,21.307058,0.079467,0.192376,0.000441
0.005890,0.274108,2.991517,41.880095,41.880095,2.485028,0.004443,21.307058,0.079467,0.192376,0.000441
0.005900,0.274108,2.991517,41.880095,41.880095,2.485028,0.004343,21.307058,0.079467,0.192376,0.000441
0.005910,0.274108,2.991517,41.880095,41.880095,2.485028,0.004246,21.307058,0.079467,0.192376,0.000441
0.005920,0.274108,2.991517,41.880095,41.880095,2.485028,0.004151,21.307058,0.079467,0.192376,0.000441
0.005930,0.274108,2.991517,41.880095,41.880095,2.485028,0.004057,21.307058,0.079467,0.192376,0.000441
0.005940,0.274108,2.991517,41.880095,41.880095,2.485028,0.003966,21.307058,0.079467,0.192376,0.000441
0.005950,0.274108,2.991517,41.880095,41.880095,2.485028,0.003877,21.307058,0.079467,0.192376,0.000441
0.005960,0.274108,2.991517,41.880095,41.880095,2.485028,0.003790,21.307058,0.079467,0.192376,0.000441
0.005970,0.274108,2.991517,41.880095,41.880095,2.485028,0.003705,21.307058,0.079467,0.192376,0.000441
0.005980,0.274108,2.991517,41.880095,41.880095,2.485028,0.003622,21.307058,0.079467,0.192376,0.000441
0.005990,0.274108,2.991517,41.880095,41.880095,2.485028,0.003541,21.307058,0.079467,0.192376,0.000441
0.006000,0.274108,2.991517,41.880095,41.880095,2.485028,0.003461,21.307058,0.079467,0.192376,0.000441
0.006010,0.274108,2.991517,41.880095,41.880095,2.485028,0.003384,21.307058,0.079467,0.192376,0.000441
0.006020,0.274108,2.991517,41.880095,41.880095,2.485028,0.003308,21.307058,0.079467,0.192376,0.000441
0.006030,0.274108,2.991517,41.880095,41.880095,2.485028,0.003233,21.307058,0.079467,0.192376,0.000441
0.006040,0.274108,2.991517,41.880095,41.880095,2.485028,0.003161,21.307058,0.079467,0.192376,0.000441
0.006050,0.274108,2.991517,41.880095,41.880095,2.485028,0.003090,21.307058,0.079467,0.192376,0.000441
0.006060,0.274108,2.991517,41.880095,41.880095,2.485028,0.003021,21.307058,0.079467,0.192376,0.000441
0.006070,0.274108,2.991517,41.880095,41.880095,2.485028,0.002953,21.307058,0.079467,0.192376,0.000441
0.006080,0.274108,2.991517,41.880095,41.880095,2.485028,0.002887,21.307058,0.079467,0.192376,0.000441
0.006090,0.274108,2.991517,41.880095,41.880095,2.485028,0.002822,21.307058,0.079467,0.192376,0.000441
0.006100,0.274108,2.991517,41.880095,41.880095,2.485028,0.002758,21.307058,0.079467,0.192376,0.000441
0.006110,0.274108,2.991517,41.880095,41.880095,2.485028,0.002697,21.307058,0.079467,0.192376,0.000441
0.006120,0.274108,2.991517,41.880095,41.880095,2.485028,0.002636,21.307058,0.079467,0.192376,0.000441
0.006130,0.274108,2.991517,41.880095,41.880095,2.485028,0.002577,21.307058,0.079467,0.192376,0.000441
0.006140,0.274108,2.991517,41.880095,41.880095,2.485028,0.002519,21.307058,0.079467,0.192376,0.000441
0.006150,0.274108,2.991517,41.880095,41.880095,2.485028,0.002462,21.307058,0.079467,0.192376,0.000441
0.006160,0.274108,2.991517,41.880095,41.880095,2.485028,0.002407,21.307058,0.079467,0.192376,0.000441
0.006170,0.274108,2.991517,41.880095,41.880095,2.485028,0.002353,21.307058,0.079467,0.192376,0.000441
0.006180,0.274108,2.991517,41.880095,41.880095,2.485028,0.002300,21.307058,0.079467,0.192376,0.000441
0.006190,0.274108,2.991517,41.880095,41.880095,2.485028,0.002249,21.307058,0.079467,0.192376,0.000441
0.006200,0.274108,2.991517,41.880095,41.880095,2.485028,0.002198,21.307058,0.079467,0.192376,0.000441
0.006210,0.274108,2.991517,41.880095,41.880095,2.485028,0.002149,21.307058,0.079467,0.192376,0.000441
0.006220,0.274108,2.991517,41.880095,41.880095,2.485028,0.002101,21.307058,0.079467,0.192376,0.000441
0.006230,0.274108,2.991517,41.880095,41.880095,2.485028,0.002054,21.307058,0.079467,0.192376,0.000441
0.006240,0.274108,2.991517,41.880095,41.880095,2.485028,0.002007,21.307058,0.079467,0.192376,0.000441
0.006250,0.274108,2.991517,41.880095,41.880095,2.485028,0.001962,21.307058,0.079467,0.192376,0.000441
0.006260,0.274108,2.991517,41.880095,41.880095,2.485028,0.001918,21.307058,0.079467,0.192376,0.000441
0.006270,0.274108,2.991517,41.880095,41.880095,2.485028,0.001875,21.307058,0.079467,0.192376,0.000441
0.006280,0.274108,2.991517,41.880095,41.880095,2.485028,0.001833,21.307058,0.079467,0.192376,0.000441
0.006290,0.274108,2.991517,41.880095,41.880095,2.485028,0.001792,21.307058,0.079467,0.192376,0.000441
0.006300,0.274108,2.991517,41.880095,41.880095,2.485028,0.001752,21.307058,0.079467,0.192376,0.000441
0.006310,0.274108,2.991517,41.880095,41.880095,2.485028,0.001713,21.307058,0.079467,0.192376,0.000441
0.006320,0.274108,2.991517,41.880095,41.880095,2.485028,0.001674,21.307058,0.079467,0.192376,0.000441
0.006330,0.274108,2.991517,41.880095,41.880095,2.485028,0.001637,21.307058,0.079467,0.192376,0.000441
0.006340,0.274108,2.991517,41.880095,41.880095,2.485028,0.001600,21.307058,0.079467,0.192376,0.000441
0.006350,0.274108,2.991517,41.880095,41.880095,2.485028,0.001564,21.307058,0.079467,0.192376,0.000441
0.006360,0.274108,2.991517,41.880095,41.880095,2.485028,0.001529,21.307058,0.079467,0.192376,0.000441
0.006370,0.274108,2.991517,41.880095,41.880095,2.485028,0.001494,21.307058,0.079467,0.192376,0.000441
0.006380,0.274108,2.991517,41.880095,41.880095,2.485028,0.001461,21.307058,0.079467,0.192376,0.000441
0.006390,0.274108,2.991517,41.880095,41.880095,2.485028,0.001428,21.307058,0.079467,0.192376,0.000441
0.006400,0.274108,2.991517,41.880095,41.880095,2.485028,0.001396,21.307058,0.079467,0.192376,0.000441
0.006410,0.274108,2.991517,41.880095,41.880095,2.485028,0.001365,21.307058,0.079467,0.192376,0.000441
0.006420,0.274108,2.991517,41.880095,41.880095,2.485028,0.001334,21.307058,0.079467,0.192376,0.000441
0.006430,0.274108,2.991517,41.880095,41.880095,2.485028,0.001304,21.307058,0.079467,0.192376,0.000441
0.006440,0.274108,2.991517,41.880095,41.880095,2.485028,0.001275,21.307058,0.079467,0.192376,0.000441
0.006450,0.274108,2.991517,41.880095,41.880095,2.485028,0.001246,21.307058,0.079467,0.192376,0.000441
0.006460,0.274108,2.991517,41.880095,41.880095,2.485028,0.001218,21.307058,0.079467,0.192376,0.000441
0.006470,0.274108,2.991517,41.880095,41.880095,2.485028,0.001191,21.307058,0.079467,0.192376,0.000441
0.006480,0.274108,2.991517,41.880095,41.880095,2.485028,0.001164,21.307058,0.079467,0.192376,0.000441
0.006490,0.274108,2.991517,41.880095,41.880095,2.485028,0.001138,21.307058,0.079467,0.192376,0.000441
0.006500,0.274108,2.991517,41.880095,41.880095,2.485028,0.001113,21.307058,0.079467,0.192376,0.000441
0.006510,0.274108,2.991517,41.880095,41.880095,2.485028,0.001088,21.307058,0.079467,0.192376,0.000441
0.006520,0.274108,2.991517,41.880095,41.880095,2.485028,0.001063,21.307058,0.079467,0.192376,0.000441
0.006530,0.274108,2.991517,41.880095,41.880095,2.485028,0.001039,21.307058,0.079467,0.192376,0.000441
0.006540,0.274108,2.991517,41.880095,41.880095,2.485028,0.001016,21.307058,0.079467,0.192376,0.000441
0.006550,0.274108,2.991517,41.880095,41.880095,2.485028,0.000993,21.307058,0.079467,0.192376,0.000441
0.006560,0.274108,2.991517,41.880095,41.880095,2.485028,0.000971,21.307058,0.079467,0.192376,0.000441
0.006570,0.274108,2.991517,41.880095,41.880095,2.485028,0.000949,21.307058,0.079467,0.192376,0.000441
0.006580,0.274108,2.991517,41.880095,41.880095,2.485028,0.000928,21.307058,0.079467,0.192376,0.000441
0.006590,0.274108,2.991517,41.880095,41.880095,2.485028,0.000907,21.307058,0.079467,0.192376,0.000441
0.006600,0.274108,2.991517,41.880095,41.880095,2.485028,0.000887,21.307058,0.079467,0.192376,0.000441
0.006610,0.274108,2.991517,41.880095,41.880095,2.485028,0.000867,21.307058,0.079467,0.192376,0.000441
0.006620,0.274108,2.991517,41.880095,41.880095,2.485028,0.000847,21.307058,0.079467,0.192376,0.000441
0.006630,0.274108,2.991517,41.880095,41.880095,2.485028,0.000828,21.307058,0.079467,0.192376,0.000441
0.006640,0.274108,2.991517,41.880095,41.880095,2.485028,0.000810,21.307058,0.079467,0.192376,0.000441
0.006650,0.274108,2.991517,41.880095,41.880095,2.485028,0.000792,21.307058,0.079467,0.192376,0.000441
0.006660,0.274108,2.991517,41.880095,41.880095,2.485028,0.000774,21.307058,0.079467,0.192376,0.000441
0.006670,0.274108,2.991517,41.880095,41.880095,2.485028,0.000756,21.307058,0.079467,0.192376,0.000441
0.006680,0.274108,2.991517,41.880095,41.880095,2.485028,0.000739,21.307058,0.079467,0.192376,0.000441
0.006690,0.274108,2.991517,41.880095,41.880095,2.485028,0.000723,21.307058,0.079467,0.192376,0.000441
0.006700,0.274108,2.991517,41.880095,41.880095,2.485028,0.000707,21.307058,0.079467,0.192376,0.000441
0.006710,0.274108,2.991517,41.880095,41.880095,2.485028,0.000691,21.307058,0.079467,0.192376,0.000441
0.006720,0.274108,2.991517,41.880095,41.880095,2.485028,0.000675,21.307058,0.079467,0.192376,0.000441
0.006730,0.274108,2.991517,41.880095,41.880095,2.485028,0.000660,21.307058,0.079467,0.192376,0.000441
0.006740,0.274108,2.991517,41.880095,41.880095,2.485028,0.000645,21.307058,0.079467,0.192376,0.000441
0.006750,0.274108,2.991517,41.880095,41.880095,2.485028,0.000631,21.307058,0.079467,0.192376,0.000441
0.006760,0.274108,2.991517,41.880095,41.880095,2.485028,0.000617,21.307058,0.079467,0.192376,0.000441
0.006770,0.274108,2.991517,41.880095,41.880095,2.485028,0.000603,21.307058,0.079467,0.192376,0.000441
0.006780,0.274108,2.991517,41.880095,41.880095,2.485028,0.000589,21.307058,0.079467,0.192376,0.000441
0.006790,0.274108,2.991517,41.880095,41.880095,2.485028,0.000576,21.307058,0.079467,0.192376,0.000441
0.006800,0.274108,2.991517,41.880095,41.880095,2.485028,0.000563,21.307058,0.079467,0.192376,0.000441
0.006810,0.274108,2.991517,41.880095,41.880095,2.485028,0.000550,21.307058,0.079467,0.192376,0.000441
0.006820,0.274108,2.991517,41.880095,41.880095,2.485028,0.000538,21.307058,0.079467,0.192376,0.000441
0.006830,0.274108,2.991517,41.880095,41.880095,2.485028,0.000526,21.307058,0.079467,0.192376,0.000441
0.006840,0.274108,2.991517,41.880095,41.880095,2.485028,0.000514,21.307058,0.079467,0.192376,0.000441
0.006850,0.274108,2.991517,41.880095,41.880095,2.485028,0.000503,21.307058,0.079467,0.192376,0.000441
0.006860,0.274108,2.991517,41.880095,41.880095,2.485028,0.000491,21.307058,0.079467,0.192376,0.000441
0.006870,0.274108,2.991517,41.880095,41.880095,2.485028,0.000480,21.307058,0.079467,0.192376,0.000441
0.006880,0.274108,2.991517,41.880095,41.880095,2.485028,0.000470,21.307058,0.079467,0.192376,0.000441
0.006890,0.274108,2.991517,41.880095,41.880095,2.485028,0.000459,21.307058,0.079467,0.192376,0.000441
0.006900,0.274108,2.991517,41.880095,41.880095,2.485028,0.000449,21.307058,0.079467,0.192376,0.000441
0.006910,0.274108,2.991517,41.880095,41.880095,2.485028,0.000439,21.307058,0.079467,0.192376,0.000441
0.006920,0.274108,2.991517,41.880095,41.880095,2.485028,0.000429,21.307058,0.079467,0.192376,0.000441
0.006930,0.274108,2.991517,41.880095,41.880095,2.485028,0.000419,21.307058,0.079467,0.192376,0.000441
0.006940,0.274108,2.991517,41.880095,41.880095,2.485028,0.000410,21.307058,0.079467,0.192376,0.000441
0.006950,0.274108,2.991517,41.880095,41.880095,2.485028,0.000401,21.307058,0.079467,0.192376,0.000441
0.006960,0.274108,2.991517,41.880095,41.880095,2.485028,0.000392,21.307058,0.079467,0.192376,0.000441
0.006970,0.274108,2.991517,41.880095,41.880095,2.485028,0.000383,21.307058,0.079467,0.192376,0.000441
0.006980,0.274108,2.991517,41.880095,41.880095,2.485028,0.000374,21.307058,0.079467,0.192376,0.000441
0.006990,0.274108,2.991517,41.880095,41.880095,2.485028,0.000366,21.307058,0.079467,0.192376,0.000441
